Response.ID,Duration,Gender,Age,Age.cohort,Regional.Code,Number.Inhabitants,Text.CarbonTaxPolicy,Perceived.CarbonTaxKnowledge,Knowledge.Test1,Knowledge.Test2,Knowledge.Test3,Knowledge.Test4,Knowledge.Test5,Knowledge.Test6,Experiment.Group,CT.Effectiveness,CT.Fairness,CT.Object,CT.PersonalCost,CT.LowIncomeEffect,CT.TrustInPoliticians,CT.Acceptability,CT.Objective,CT.Effectiveness_Rev1,CT.Effectiveness_Rev2,CT.Effectiveness_Rev3,CT.Effectiveness_Rev4,CT.Effectiveness_Rev5,CT.Fairness_Rev1,CT.Fairness_Rev2,CT.Fairness_Rev3,CT.Fairness_Rev4,CT.Fairness_Rev5,CT.PersonalCost_Rev1,CT.PersonalCost_Rev2,CT.PersonalCost_Rev3,CT.PersonalCost_Rev4,CT.PersonalCost_Rev5,CT.LowIncomeEffect_Rev1,CT.LowIncomeEffect_Rev2,CT.LowIncomeEffect_Rev3,CT.LowIncomeEffect_Rev4,CT.LowIncomeEffect_Rev5,CT.Acceptability_Rev1,CT.Acceptability_Rev2,CT.Acceptability_Rev3,CT.Acceptability_Rev4,CT.Acceptability_Rev5,Allocation_Climate,Allocation_LowIncome,Allocation_Universal,EffectivenessOrFairness,Text.CTFairness,NumberOfPeers,NumberOfPeersClimChange,ExpectedSpanishAcceptability,InfoSpanishAcceptability,AcceptabilityAfterInfo,HouseholdSize,MonthlyIncome,Education,ClimateConcern,PoliticalView,PoliticalParty,CarUse,DrivingTime
342675387,1235,2,23,2,1,2,"Pienso que es otra excusa para simplemente implementar un impuesto mas, deberia apostarse por el cambio de coche o de motor a uno que emita menos gases nocivos a la atmosfera con politicas que lo apoyen, publicidad y con algun tipo de incentivo para el comprador o para que se reduzca de alguna forma el precio de estos.",1,1,3,2,3,3,3,2,4,3,1,2,2,1,4,2,2,4,4,1,1,4,5,5,2,2,4,5,5,4,4,4,3,4,4,4,2,4,5,1,4,50,30,20,2,"Significa que los que pagan los impuestos no vean que su dinero desaparece sino que sepan para que se emplea y en el caso de aquellas personas de bajos ingresos, que puedan recuperar algo de ese dinero que tanto les hace falta",30,6,50,1,4,3,3,5,5,7,17,3,2
342875635,641,2,25,3,13,5,Que ya se pagan suficientes impuestos como para ponerles mas.,3,1,2,2,1,2,2,2,3,1,1,1,1,1,2,1,3,3,3,3,3,2,3,3,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,50,0,50,6,Nada.,50,0,20,2,3,2,3,5,2,5,17,6,3
342918628,578,1,60,6,1,3,no me parece bien,1,1,3,1,1,2,2,1,3,1,1,1,1,1,1,1,2,4,4,5,5,1,5,3,5,5,1,5,5,5,5,5,5,4,4,5,5,5,4,4,5,50,5,45,4,"repartir el beneficio para todos, no para el mas pobre",60,2,20,1,1,1,5,5,5,8,2,6,3
342870453,2221,2,42,4,1,4,"Estoy de acuerdo, pero que no sea una cantidad desorbitante",1,1,1,2,3,2,2,1,3,3,3,2,1,1,3,2,1,3,4,3,3,3,3,3,3,3,2,4,2,4,4,4,3,3,3,3,4,4,4,4,4,50,25,25,3,Justo para todos,25,0,10,2,4,4,4,6,3,11,3,4,2
343202292,656,1,73,7,1,2,los paises no echan cuenta,1,1,3,2,3,2,2,1,3,1,1,1,1,1,1,1,2,5,2,2,3,3,3,3,3,3,4,5,3,3,3,1,2,3,3,3,3,5,4,3,4,100,0,0,6,nada de nada,100,50,0,2,5,2,7,4,5,2,1,3,2
342680131,1086,1,43,4,7,1,"No estoy de acuerdo. Si se quiere evitar la contaminacion, lo que hay que hacer es apilar, financiar e investigar en los vehiculos electricos",1,3,1,2,1,2,2,2,3,4,3,2,1,1,2,1,3,2,4,4,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,2,2,66,21,13,4,Dar a cada uno lo que necesite,100,5,30,2,4,4,5,5,5,2,4,6,2
343116848,613,1,68,7,5,2,"Como estoy de acuerdo, poco puedo decir mas, solo que es necesario ese impuesto, ya que si no es asi no se cumpliran los acuerdos.",1,1,1,2,1,2,2,1,5,5,3,2,1,4,5,2,2,5,3,1,3,2,5,3,2,2,3,5,3,3,3,5,3,4,5,3,1,5,3,2,3,80,20,0,2,Justicia para mi es dejar un mundo mejor que el que hemos heredado,12,2,46,2,5,1,3,4,5,2,1,5,2
342741683,618,1,50,5,10,5,que grave que?,2,2,2,2,1,2,2,2,3,2,3,2,2,1,1,1,2,4,2,4,4,1,4,1,1,3,2,2,2,2,2,1,2,1,1,1,2,4,2,2,2,100,0,0,3,que tenga un beneficio o repercusion en quien lo paga,100,1,10,2,4,4,5,6,2,5,3,5,2
343079862,664,1,69,7,1,4,Me parece util aunque insuficiente,2,1,2,2,1,2,2,1,4,5,1,4,2,2,5,2,3,4,4,2,3,3,5,3,3,4,3,5,4,3,4,4,5,4,4,4,4,5,4,4,4,80,20,0,3,Usar la ley en beneficio de la sociedad,50,10,30,2,4,2,4,6,3,8,2,5,3
342977264,1272,2,45,5,13,4,"Esta muy bien contribuir con la mejora del Medio Ambiente, siempre que no repercuta todo el peso del gasto en la persona individual, tambien debe cargar con el peso economico el gobierno y las empresas, que al fin y al cabo son las que contaminan en mayor medida y tienen mas medios para colaborar.",1,1,1,2,1,2,2,2,3,2,1,2,3,2,4,1,2,4,2,4,4,2,4,2,3,3,1,2,1,2,3,5,1,4,4,4,1,4,2,2,4,50,10,40,2,"Si ponemos un incremento por uso de contaminantes al medio ambiente, deberia repercutir en la mejora del medio ambiente y en mirar por su mejora a corto y medio plazo.",25,0,20,1,4,4,7,6,2,8,3,3,1
342912870,1150,2,76,7,1,5,"Me parece bien, pues nos estamos cargando el planeta",1,1,3,2,3,3,3,1,4,4,3,3,2,4,4,2,3,5,4,3,4,3,5,3,3,3,3,5,4,4,4,4,5,4,4,4,3,5,4,4,4,55,35,10,3,Que sea por igual,7,0,45,2,4,3,7,6,5,8,2,3,1
342970122,647,2,72,7,9,5,Que cumplamos de una vez estos acuerdos. Todos ganariamos,1,3,1,1,1,2,2,1,4,5,3,3,2,2,4,2,4,4,4,2,2,4,4,4,2,2,2,3,2,3,2,4,3,4,3,3,2,4,4,2,2,30,40,30,4,Reparar desigualdades existentes,60,40,30,1,4,1,4,6,3,6,4,1,1
343082069,1064,1,47,5,12,2,"me parece correcto, pero habria que intentar reducir el precio de otras fuentes de energia alternativas para no subir los precios tanto al consumidor",1,2,2,2,1,2,2,2,4,4,3,2,1,2,4,2,3,3,4,2,4,4,4,4,3,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,30,40,30,3,darle mas a quien tiene menos,50,0,40,1,3,4,4,6,3,6,15,5,2
342903936,603,1,49,5,1,2,Yo creo que ya esta bien de impuestos y mas a trabajar los gobiernos,1,1,2,1,3,2,1,1,1,1,4,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,40,20,1,Justicia es que los gobiernos se bajen los sueldos y asuman los costes,20,5,0,2,4,3,7,5,5,1,14,5,2
342967225,600,1,44,4,13,5,No tengo una opinion formada respecto a este tema,1,3,3,3,3,3,3,1,4,3,1,2,2,1,3,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,4,40,20,40,3,Seguir lo que establezcan las leyes y ordenanzas,10,5,15,1,3,4,3,6,3,11,14,5,2
342900545,1106,1,55,6,16,2,No es la solucion,2,1,3,3,1,2,2,2,3,2,3,1,1,2,2,1,3,5,4,2,4,3,5,4,4,4,2,4,4,4,4,4,5,4,4,4,4,5,4,4,4,100,0,0,1,Merecimiento,30,1,10,2,4,3,4,3,3,3,4,3,1
342733522,1215,2,26,3,12,4,"tengo dividida la opinion, por una parte pienso que esta bien, pero por otra no. porque creo que cobrando mas solo se favorece a los que tienen mas dinero, que no se verian afectados. (de todas formas desconozco el impuesto si es peque?o o no.) yo creo que la solucion mejor es dejar de fabricar vehiculos de gasolina, etc. desde ya, y que solo se fabriquen electricos u otras alternativas que no contaminen.",1,3,3,3,1,3,3,1,4,3,3,3,2,3,5,2,2,5,4,2,3,3,5,4,2,3,4,4,4,4,4,5,5,5,4,4,4,5,4,3,3,77,20,3,3,justo es que los que contaminen y tengan mas dinero paguen y no se les devuelva nada de compensacion,2,2,60,1,4,1,2,3,4,3,3,4,1
342976110,975,2,60,6,6,4,"Primera y principal, salvar el planeta.",1,1,2,2,1,2,2,1,4,3,1,2,1,1,5,2,4,5,5,3,5,3,5,5,4,5,2,5,5,1,4,4,5,5,1,4,4,5,5,2,5,70,25,5,2,"Salvar el planeta, con medidas al medio ambiente, con lo que nos beneficiamos todos, efectividad y devolver parte del impuesto a los hogares, justicia con el planeta y con los hogares",99,90,40,1,5,2,7,6,5,5,1,5,2
342869796,594,1,34,3,1,2,"Me parece fatal, eso tienen que pagarlo los gobiernos no las personas de a pie que nos tienen ahogados con tantos impuestos y cada vez todo mas caro.",2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,4,3,3,33,34,33,3,Hoy en dia no lo se hay demasiada injusticia,100,80,3,1,3,2,4,3,4,8,3,6,2
342689528,1152,1,55,6,10,5,"Esta bien, pero de nada sirve restringir la emision de CO2 si otros paises, los mayores emisores como EE.UU o China no siguen la misma linea. Sirve solo para tener restricciones productivas en Europa que afecta generando paro y otros contaminan lo que quieren. Estas medidas solo las entiendo si son a nivel mundial o sea ' o todos o ninguno'.",2,3,3,3,2,1,2,1,4,3,3,2,2,2,3,2,3,4,4,4,5,3,3,4,3,4,3,3,3,3,4,5,4,5,4,4,3,3,4,3,5,50,10,40,3,Compensar a los mas perjudicados.,15,1,15,1,4,4,6,6,5,4,12,6,3
343082726,1517,2,31,3,4,4,"Estoy de acuerdo, pero siendo aplicable a todas las clases, que luego la clase alta se la salta como quiere.",1,1,1,3,3,3,3,2,4,3,1,1,1,1,4,1,4,4,4,2,4,4,4,4,2,4,4,5,4,3,4,4,5,4,2,4,4,4,4,2,4,60,40,0,3,"Justicia en este caso, que la clase alta no reciba nada ya que quita demasiado.",20,2,60,1,3,2,3,5,5,3,4,5,2
342982912,776,2,38,4,10,1,Me parece bien,2,1,2,2,1,2,2,1,4,2,3,2,2,1,2,3,1,2,2,4,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,1,1,1,2,50,0,50,2,Lo justo,20,0,30,1,2,6,5,6,2,3,1,6,3
342902449,1737,2,50,5,13,4,"Con esa medida los de mayor poder adquisitivo seguiran usando combustibles fosiles y se 'castiga' a quienes no puedan permitirse su uso ni cambiar a uso de otros combustibles ecologicos de mayor precio. Primero hay que ofertar una alternativa economica subvencionada para el cambio a otro tipo de energia, con buen precio, y despues imponer dicho impuesto o mejor, no necesitar de dicho impuesto porque se elimine el uso de combustibles fosiles al pasar todos a otros combustibles sostenibles.",1,1,3,2,1,2,2,1,3,2,4,2,1,1,2,2,1,4,3,1,3,3,4,3,3,3,2,2,2,3,2,2,2,2,2,2,2,4,3,3,3,80,20,0,2,"Trato a las personas, teniendo en cuenta particularidades de cada cual, para aplicarles lo que les corresponda (ya sea a la hora de dictar sentencia o a la hora de tributar, etc).",15,1,0,2,2,4,7,6,3,5,3,5,3
342985077,631,2,57,6,9,5,me parece bien pero hay que fomentar y educar primero sobre las alternativas al carbono,1,3,3,2,3,3,2,1,4,4,1,2,2,3,4,2,2,4,3,3,4,2,4,3,3,4,2,4,3,3,4,3,4,4,4,4,2,4,3,3,4,60,10,30,3,Que sea razonable si gente con bajos ingresos utiliza vehiculos contaminantes no es razonable compensarlos. Deberian por ejemplo utilizar transporte publico o bicicletas,100,30,60,1,4,4,6,6,3,4,6,6,2
342918019,1024,2,41,4,5,2,"Me parece bien, hoy en dia existen otras alternativas como la eolica, el mar o la solar no contaminan y son interminables",2,1,2,1,1,3,1,2,2,5,1,1,1,1,4,2,4,5,5,5,2,5,5,5,4,2,4,5,4,4,4,5,4,4,5,3,4,4,5,3,3,50,49,1,3,Que seria justo compensarlo con energias renovables,30,5,50,2,4,3,2,4,5,7,16,1,2
342909122,583,1,52,5,7,1,Lamentablemente las empresas y los autonomos se librarian.,1,1,2,2,2,1,2,1,2,4,3,2,2,1,4,1,2,4,2,2,2,3,4,3,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,100,0,0,2,Que todos cooperemos. Las clases altas y las bajas.,10,3,38,1,4,3,3,5,3,5,3,6,3
342905290,649,1,61,6,9,2,Los politicos son unos inutiles e incompetentes.,2,1,3,2,3,2,2,1,2,1,4,3,2,1,1,1,4,3,4,2,3,1,1,1,2,2,4,3,3,4,4,4,3,4,3,3,3,2,2,2,2,50,50,0,3,Que todos somos iguales ante la ley y gozamos de los mismos derechos,50,0,50,1,1,2,7,5,1,7,17,6,3
342976485,1341,1,25,3,13,2,bien,1,3,3,3,3,3,3,2,2,4,2,3,1,3,4,2,4,3,4,4,3,2,4,4,3,4,2,4,2,4,5,4,2,2,3,3,4,2,3,4,1,25,50,25,4,dar lo suyo,9,1,3,1,4,4,3,6,2,9,3,4,3
342977574,1448,2,31,3,15,1,No estoy de acuerdo,1,1,1,3,3,3,3,2,3,3,1,3,2,2,3,2,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,94,1,6,"Lo que es justo, lo que pertenece a cada uno",100,30,50,1,3,4,7,5,2,11,17,5,1
343120207,668,1,67,7,16,4,"Pues una completa idiotez, porque solo afecta a los paises que tienen alguna regulacion medioambiental, y no al resto, que son los que mas contaminan.",3,2,2,1,1,2,2,2,2,1,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,1,1,1,1,2,1,2,2,2,0,0,100,3,"Justo seria que no se penalizase solo a los paises civilizados, que es lo que ocurre ahora, mientras que China, Rusia, Africa y resto de Asia producen sin regulaciones medioambientales en competencia desleal con los paises civilizados.",20,0,10,2,1,2,4,6,1,5,5,3,1
342926702,1019,1,47,5,13,5,Las emisiones de CO2 son perjudiciales por lo que hay que tomar medidas o a base de impuestos o cambiando la forma de combustion por otra menos contaminante.,1,1,2,2,1,2,3,1,3,3,1,2,1,3,4,2,4,4,5,5,5,4,3,4,4,5,4,3,4,5,5,5,3,4,5,5,4,5,5,5,5,20,30,50,3,Tener en consideracion por igual las necesidades particulares de las personas,30,5,70,1,2,1,3,5,4,1,4,6,3
342972478,1154,1,61,6,14,4,"Me parece bien, el que consuma que pague. Yo fumo yo pago. Solo desplazamientos necesarios o por medios alternativos menos contaminantes",2,3,3,2,3,2,2,1,4,4,1,3,3,2,3,2,3,4,4,3,4,3,4,4,3,4,2,3,2,4,4,5,3,4,4,4,3,4,4,4,4,50,30,20,3,Que todas las personas sean tratadas igualmente,25,2,30,2,4,1,3,4,2,7,2,3,2
342901106,967,1,21,2,9,5,Me parece bien,1,3,3,3,3,3,3,2,5,5,3,4,3,2,5,3,1,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,100,0,0,3,No lo se,5,0,70,1,4,3,2,4,3,6,17,1,1
342894870,338,1,45,5,10,4,Ni bien ni mal,1,1,3,1,3,1,3,2,3,3,1,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,20,20,3,Ser justo,5,1,3,2,3,3,7,6,3,8,3,5,2
343203225,729,1,55,6,1,4,Cualquier medida que aumente la sostenibilidad es bien recibida,2,1,3,2,1,3,3,2,3,5,3,2,1,2,5,2,5,5,4,3,3,5,5,4,4,3,3,3,3,3,3,4,3,4,4,4,5,4,4,4,4,25,60,15,4,Favorecer a los sectores sociales mas desprotegidos,100,50,100,1,5,3,4,6,5,1,1,6,3
342971267,948,1,54,5,9,4,Me parece totalmente acertada puesto que reduciremos las emisiones mejorando el futuro del Planeta y ademas se podria aprovechar la recaudacion del impuesto para innovar y mejorar en nuevas Energias y formas de vida mas sostenibles.,2,2,2,2,1,1,2,1,4,5,1,5,4,2,5,2,4,5,4,3,4,4,5,4,4,5,3,5,5,4,5,5,5,5,4,5,4,5,5,4,5,70,30,0,2,Compensar a los mas desfavorecidos economicamente,10,5,80,1,4,4,4,6,5,2,4,6,3
343109409,1002,1,19,2,5,4,Esta muy bien dicha propuesta,1,3,3,3,3,3,3,1,5,5,1,5,1,1,5,2,5,5,5,3,3,5,5,5,3,3,3,5,4,4,4,5,5,5,4,4,5,5,5,4,4,85,10,5,3,Mucho,30,2,80,1,5,10,3,3,4,4,8,6,5
342974352,807,2,36,4,13,1,ya pagamos muchos impuestos,1,3,1,2,1,3,3,2,2,2,1,2,1,2,3,1,4,4,4,3,3,4,5,3,3,3,2,2,2,3,3,3,1,2,2,1,4,4,4,3,3,75,15,10,4,devolver a los mas necesitados,100,0,10,1,3,4,4,6,2,5,1,4,3
343082631,722,2,55,6,13,5,"Los impuestos por usar carburantes altamente contaminantes, no hacen desistir de su utilizacion a la sociedad en general, solo a las clases con menos ingresos, no es una medida disuasoria, es una medida de desigualdad entre clases sociales.",1,3,3,3,3,3,3,2,4,2,3,1,1,1,4,2,3,5,4,3,4,2,4,4,3,4,3,5,4,5,4,5,4,5,5,5,5,5,5,5,5,25,50,25,3,REALIZAR LA MEDIDA QUE BENEFICIE O PERJUDIQUE POR IGUAL A TODAS LAS CLASES SOCIALES.  NO MAS A LOS MAS POBRES Y MENOS A LOS MAS RICOS.,20,2,0,1,4,3,7,6,2,11,17,2,2
342913712,651,1,38,4,3,3,El tema no es seguir implantando impuestos sobre impuestos que al final repercuten a todos los ciudadanos sino favorecer la implantacion de energias mas limpias y ya existentes; creacion de puestos de trabajo...,2,1,2,3,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,4,2,4,3,2,4,2,1,2,2,4,2,0,0,100,3,Justicia seria que no hubiera ese impuesto,50,10,0,1,1,1,3,6,4,11,16,6,3
342890235,537,2,51,5,7,1,no tengo mucha informacion sobre esto. creo que debe haber ayudas para el cambio a otros combustibles,1,3,3,3,3,3,3,1,2,2,3,1,1,1,3,3,2,2,3,4,4,2,4,3,4,4,1,2,1,3,2,2,1,2,2,2,4,4,3,4,4,40,0,60,5,que no paguemos siempre los mismos,20,0,10,1,3,3,7,6,2,8,17,6,3
342971113,570,2,56,6,14,2,tendran que pensar mucho primero la forma de aplicacion y ver como lo hacen,1,1,1,2,1,2,2,1,3,3,1,2,2,1,3,2,3,1,3,2,3,2,5,3,1,3,3,5,3,4,2,3,5,3,3,3,3,5,3,3,3,100,0,0,2,pues que nadie pise o este por encima de los derechos de la otra persona,20,2,0,1,3,2,4,2,2,5,15,1,1
342967016,916,2,58,6,14,4,"Si el impuesto lo paga al final el ultimo usuario, es decir los ciudadanos de a pie, pues no estoy de acuerdo ya va siendo hora de hacer politicas serias.",1,3,3,3,3,3,3,2,4,4,1,1,1,2,4,2,3,4,4,2,4,3,4,5,3,2,3,4,4,3,4,5,4,5,3,3,3,4,5,3,3,60,40,0,3,"intentar conseguir una sociedad cada vez mas igualitaria, el que mas tenga y mas gaste que pague mas",30,3,20,2,3,3,7,4,4,1,1,5,2
342987882,741,2,41,4,17,4,"Si eso sirve para que se emita menos, me parece bien, porque al final cuando se habla de dinero es donde mas duele",1,3,3,3,3,3,3,2,4,3,3,3,2,3,3,2,3,4,4,3,4,3,3,4,3,4,3,3,4,3,4,3,3,4,3,4,3,3,4,3,4,50,25,25,3,Que esta justificado,50,5,20,2,4,4,7,6,3,7,1,6,3
342876621,901,2,42,4,13,5,Todo lo que sea reducir contaminacion y el bien para todos me parece bien. Siempre y cuando los precios sean justos y no muy elevados,2,2,1,2,3,3,1,2,4,2,1,2,1,2,3,2,4,4,4,2,2,4,4,4,2,2,4,3,3,2,2,4,4,2,2,2,4,3,4,2,2,25,75,0,3,Que lo mas justo que quien menos tiene se beneficie y que sea igual de justo para todos,25,4,40,1,3,3,3,3,2,11,3,4,2
342693040,946,1,50,5,9,5,No estoy de acuerdo con aumentar los impuestos sobre los combustibles. Mas del 50% del precio ya son impuestos !!!!,1,3,3,3,3,2,2,2,3,1,4,1,1,1,1,1,3,4,2,1,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,100,0,0,2,Hablando de imponer impuestos no hay justicia.,100,60,5,1,1,2,7,6,2,5,17,6,3
342968090,243,1,27,3,1,2,"Bueno, no me gustaria estar en el pellejo",4,1,2,1,2,1,2,1,3,4,3,3,2,4,4,2,4,4,5,4,5,5,5,5,5,5,4,5,4,5,4,5,4,3,3,4,5,5,5,5,5,30,40,30,5,sdkjihvcpadewcfoyubenaqsjvcikhpoybeqwainjvcoihubeqaijvncohaqbedvnjoaoqhbu dcojaonwvip?ahedwbvovanawesvb,9,0,0,2,3,5,2,5,3,5,15,6,6
343109029,1303,1,67,7,10,5,"Totalmente de acuerdo, aunque si pasase, deberia ser progresivo en el tiempo",1,2,1,2,1,2,1,2,4,4,3,2,2,2,4,2,3,4,3,3,5,3,4,3,4,4,2,3,3,4,4,2,3,4,4,4,2,3,3,4,4,50,0,50,3,Si todos pagamos todos tenemos derecho a la compensacion,40,0,30,1,4,2,7,6,4,4,3,5,4
342917926,556,2,49,5,1,4,"Pues que esta muy bien, asi poco a poco iremos reduciendo gases malignos para la tierra",1,1,2,3,1,2,3,2,4,3,1,3,1,1,4,3,5,4,5,4,4,2,4,4,5,5,2,4,2,5,5,5,5,5,5,4,2,4,2,5,5,40,10,50,4,Pues que todos tenemos el mismo derecho,100,0,15,1,4,4,7,4,3,11,3,5,1
342885705,1065,1,62,6,2,5,"Impuesto progresivo segun el consumo de combustibles. Debe ser un impuesto muy bajo a los consumos minimos necesarios y muy alto a los consumos desmesurados que sobrepasen la media, o un valor minimo de supervivencia.",1,1,1,2,1,1,3,2,4,2,3,2,1,2,4,2,2,4,2,3,3,2,4,3,3,3,3,3,3,4,4,4,4,4,4,4,2,4,3,4,4,43,18,39,3,"Hay justicia si a los hogares con pocos ingresos, que gastan lo justo en combustibles, se les aplica sobre el consumo minimo un impuesto muy bajo. Pero, si su consumo es superior a un minimo de bienestar, se les apliquen impuestos mas elevados. Hay justicia si a los hogares que gastan mucho en combustibles (calefaccion, aire acondicionado, automoviles,..) se les aplica el minimo impuesto al consumo minimo que garantiza el bienestar necesario, mas impuesto al consumo mayor que podria evitarse porque aumenta el bienestar a un grado que ya no es necesario, y MUCHO MAS IMPUESTO, al consumo abusivo, que aumenta el bienestar y que quienes tienen mas medios derrochan, SIMPLEMENTE porque pueden pagarlo.",70,30,25,1,4,2,3,4,5,5,1,3,2
342973603,1672,1,52,5,13,3,"Entiendo que hay que reducir las emisiones de CO2 pero siempre son los mismos los que pagan estos impuestos: los ciudadanos. Mientras haya paises que no cumplan los tratados por su propio interes, no estoy de acuerdo que se aplique solo a los ciudadanos. Como medida para evitar el uso del transporte privado, seria necesario que por parte de las autoridades locales se incentivase el uso del transporte publico con medidas como el abaratamiento de los precios o la construccion de aparcamientos disuasorios en las afueras de las grandes, y no tan grandes, ciudades.",2,3,2,2,1,2,2,2,4,4,1,2,1,2,5,2,3,5,4,3,4,2,5,4,3,4,3,4,4,2,2,4,4,5,2,4,2,5,4,1,2,75,20,5,2,"Que los hogares que tengan menos ingresos sean compensados, de alguna manera, ante la imposicion de un impuesto al carbono. No considero justo que hogares con mayor poder adquisitivo tengan parte en el reparto del impuesto al mismo porcentaje que los hogares mas desfavorecidos.",35,5,25,1,5,3,5,5,5,4,1,6,2
342974330,543,2,28,3,9,4,"habria que mirar cada coche en especial, hay coches mas nuevos con motores mas eficientes que no emiten tanto CO2 como otros mas antiguos y tambien valorar el Addblue que llevan como aditivo algunos vehiculos.",2,1,1,2,1,2,2,2,4,4,1,2,1,1,4,2,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,33,33,34,3,que beneficie a todo el mundo por igual segun sus recursos,20,0,10,2,4,2,3,6,4,5,4,6,3
342903946,896,1,47,5,16,2,Es relevante para bajar las emisiones y la gente sea mas responsable con la contaminacion,1,1,3,2,3,2,2,1,3,3,1,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,34,33,33,3,Ser justo,20,2,35,2,3,1,3,4,3,5,14,6,3
342894214,1076,1,69,7,14,4,"Estoy a favor, en la lucha contra el cambio climatico evidente, que se dificulte el consumo de productos altamente contaminantes /carbon) y combustibles fosiles; como una forma de 'obligar' a las empresas a buscar alternativas ecologicas, y mas baratas;",2,1,3,2,1,3,2,2,4,4,3,4,5,4,4,2,4,4,4,2,4,4,4,3,3,4,2,5,4,3,4,5,5,5,3,4,4,5,4,3,4,60,25,15,3,"Se trata de justicia equitativa, inversamente proporcional: ayudar mas a quien menos tiene; y gravar a los productos que afectan a la Tierra, y facilitar proyectos para la implantacion de energias limpias.",10,10,40,1,5,1,3,6,4,2,1,4,3
342971317,1054,2,31,3,1,4,"Pienso que el impuesto al carbono en si es una parte de la solucion,pero que tiene que ir acompa?ada de la correspondiente informacion a la sociedad del por que se hace y en que posicion nos encontramos mundialmente para concienciar de la gravedad de la situacion. Igualmente tendria que ir acompa?ado de otras medidas como facilitacion de la utilizacion de recursos limpios y no contaminantes, etc.",2,1,2,2,1,2,2,1,4,4,3,4,3,2,5,2,2,5,3,2,4,2,5,4,2,4,3,5,4,2,4,2,4,5,2,4,2,5,4,2,4,80,10,10,2,"Parto de que reducir el consumo de este tipo de recurso es un bien global. Tanto familias de bajos recursos como las demas tienen que hacerlo. De manera que si se recauda un impuesto, aparte de para obligar en cierta medida a reducir su consumo, es para fomentar un cambio NECESARIO para todos. Si se recauda un impuesto para luego devolverlo, no tiene sentido. El fin ultimo y principal debe ser propiciar el cambio de consumo por el bien MUNDIAL.",50,20,60,1,5,4,7,6,5,3,14,2,1
342977150,377,2,54,5,1,5,me parece perfecto,2,1,3,2,3,3,3,2,4,5,1,4,3,1,4,2,2,5,2,2,2,3,5,3,3,3,1,5,1,1,1,3,5,3,3,3,2,5,2,2,2,100,0,0,3,justicia de disfrutar de un entorno justo y libre de contaminacion,10,4,60,2,5,3,7,6,5,3,1,3,1
342970321,956,2,54,5,16,4,"No tenia ni idea sobre el tema pero implantar impuestos no creo que es la mejor solucion, sino que creo que habria que facilitar la no utilizacion de dichos combustibles",1,3,3,3,3,3,3,2,3,2,4,2,1,1,2,1,2,4,4,3,5,2,4,2,4,5,2,3,4,4,5,5,2,4,2,2,3,4,4,4,5,50,0,50,3,Que no existan diferencias entre las personas,100,0,10,1,4,3,3,6,2,6,17,3,1
342967939,810,1,49,5,2,5,Estoy de acuerdo,1,1,1,2,1,2,2,1,1,5,3,5,2,1,5,2,3,5,4,2,2,3,4,5,1,2,4,5,5,1,4,4,5,5,1,2,4,5,4,1,3,100,0,0,2,Que paguen ricos,50,25,99,1,5,5,3,6,5,1,4,1,1
343081890,804,2,54,5,16,4,"No conozco la propuesta para opinar, pero todo lo que sea una mejora para la vida futura en nuestro planeta me parece necesario",1,1,3,2,1,2,2,2,4,4,1,2,2,2,4,2,2,4,4,2,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,70,30,0,2,Que no repercuta el impuesto en demasia a los hogares. creo que es justo que sean las empresas las que carguen con ese impuesto si no adecuan sus empresas para no producir CO2,20,5,30,2,4,5,5,5,3,3,4,3,2
